Va	Vb	Vc	Ia	Ib	Ic
0.88302586	0.054273874	0.876116335	0.175061841	0.690516081	0.170700872
0.877803789	0.480991449	0.410341756	0.170945909	0.559611529	0.517418133
0.041209502	0.040957967	0.881470101	0.692498668	0.69291304	0.175260708
0.8250263	0.195058802	0.200135608	0.118761574	0.613103063	0.580898873
0.447662341	0.432369395	0.876887578	0.590864857	0.558311159	0.170369225
0.101577425	0.124341149	0.167010613	0.616636288	0.619477154	0.617332613
0.111407947	0.864432121	0.855814078	0.592179121	0.156320705	0.155525914
0.825873124	0.187067506	0.188417729	0.118803688	0.610093736	0.580353487
0.877956671	0.43829747	0.443793718	0.170661758	0.591155232	0.561539082
0.141856181	0.860247405	0.843954489	0.564399475	0.153675294	0.149817647
0.286883471	0.825981028	0.288141364	0.585750093	0.119050232	0.611963298
0.43970793	0.877596904	0.448803623	0.527463436	0.170733575	0.559857011
0.055307006	0.873209243	0.873671818	0.654738826	0.165050922	0.168637656
0.130423246	0.863925445	0.857822211	0.586519022	0.15520583	0.15732321
0.103067978	0.078841327	0.856040976	0.643190498	0.623677449	0.149676569
0.877076415	0.884265502	5.49881E-06	0.171076892	0.176511449	0.699623893
0.841889655	0.092710805	0.099680868	0.134786966	0.629686276	0.604361819
0.044569158	0.872302918	0.873553374	0.659176793	0.165729468	0.16841219
0.874907446	0.883578369	5.49679E-06	0.170817499	0.175744096	0.699398068
0.480837064	0.410083398	0.877396977	0.559284292	0.517697779	0.17048256
0.860676682	0.843193226	0.137242632	0.153832123	0.148608712	0.566173208
0.873816422	0.047332296	0.870285044	0.168224217	0.65710283	0.164542504
0.877748397	0.484928477	0.393070881	0.170743234	0.625202279	0.582635332
0.876823995	0.884253654	0.013707146	0.170866281	0.176141592	0.697382699
0.067269287	0.079919327	0.854764321	0.652480436	0.632466688	0.148667076
0.884722724	0.013705744	0.877156267	0.175585764	0.697306026	0.171211183
0.280409415	0.297286194	0.825881119	0.611958432	0.583431637	0.118712396
0.079474903	0.86894703	0.093274193	0.6592748	0.162667286	0.670389164
0.877269513	0.459110677	0.422075341	0.170353622	0.590768046	0.554955171
0.877328803	0.448131732	0.435798654	0.170586681	0.575680012	0.542796647
0.074918962	0.074922086	0.075079445	0.634084013	0.634554498	0.634401173
0.099756717	0.841569032	0.092707694	0.604357429	0.134845597	0.629670403
0.874371189	0.065226542	0.871241217	0.168719634	0.652758777	0.164379991
0.081454628	0.869176302	0.099305432	0.656771527	0.162670903	0.669415914
0.446369794	0.877403032	0.437098297	0.546099523	0.170607119	0.575741762
0.425539745	0.8772347	0.459090334	0.539474559	0.170496348	0.575601797
0.081531909	0.855698187	0.068579575	0.63308914	0.148995277	0.653276064
0.877764181	0.462796899	0.488558667	0.170431916	0.561883165	0.533119735
0.484939099	0.393081576	0.877769934	0.625168308	0.582584854	0.170807707
0.028063136	0.02764045	0.881567266	0.694746483	0.695025368	0.175306211
0.874266278	0.049910091	0.872172681	0.168259977	0.658791941	0.165016299
0.476220966	0.412949171	0.877342269	0.610630014	0.57086136	0.170535795
0.881498554	4.82335E-06	4.89589E-06	0.175293236	0.699633208	0.699594481
0.393179776	0.877949681	0.485022516	0.58263888	0.170819714	0.625176139
0.87486528	0.047189713	0.871948997	0.16850814	0.656910269	0.164873705
0.448125322	0.435903609	0.877390779	0.575779979	0.542848154	0.170565747
0.393180391	0.87795087	0.485023095	0.582639149	0.170819286	0.625176043
0.103177543	0.078919304	0.856328495	0.643487542	0.623741894	0.149753653
0.047133396	0.870322616	0.87329788	0.656928502	0.164552714	0.16794602
0.846031508	0.147455301	0.859145479	0.150202117	0.562635507	0.152605858
0.866786857	0.866790468	0.095413137	0.159401238	0.162497173	0.617183968
0.419699536	0.877275352	0.4701004	0.520838297	0.170835857	0.559733118
0.401606496	0.877591916	0.480730171	0.548225778	0.170460211	0.589948718
0.225867441	0.236908497	0.826556638	0.608086347	0.576384927	0.118958879
0.447371986	0.877326638	0.444287194	0.576921386	0.170552726	0.607228981
