Vam,Vbm,Vcm,Iam,Ibm,Icm,Vap,Vbp,Vcp,Iap,Ibp,Icp,Fault,Location
0.473393142,0.403991541,0.877274449,0.62575008,0.586223218,0.170554041,-60.96671146,-62.98662108,118.1123611,-40.91414739,123.3509942,-152.0616116,4,0
0.473482388,0.404089012,0.87746045,0.625739339,0.586231341,0.170520325,-61.00344206,-63.02773717,118.0735771,-40.92341843,123.3446275,-152.0581734,4,0
0.473520781,0.404135583,0.877544847,0.625740748,0.586213191,0.170524445,-61.02210145,-63.05045407,118.0530284,-40.91685837,123.3505502,-152.0639505,4,0
0.473519225,0.404134482,0.877542154,0.625749554,0.586208071,0.170528106,-61.01949748,-63.04825761,118.0554452,-40.91232699,123.3551667,-152.068335,4,0
0.473519225,0.404134482,0.877542154,0.625749554,0.586208071,0.170528106,-61.01949748,-63.04825761,118.0554452,-40.91232699,123.3551667,-152.068335,4,0
0.473519083,0.404134337,0.877541867,0.625749702,0.586207978,0.170528184,-61.01941001,-63.04817067,118.0555325,-40.9122469,123.3552464,-152.0684094,4,0
0.473519083,0.404134337,0.877541867,0.625749702,0.586207978,0.170528184,-61.01941001,-63.04817067,118.0555325,-40.9122469,123.3552464,-152.0684094,4,0
0.473519094,0.40413435,0.877541891,0.625749704,0.586207981,0.170528219,-61.01941654,-63.04817801,118.0555256,-40.91224568,123.3552442,-152.0684064,4,0
0.473519105,0.404134362,0.877541914,0.625749706,0.586207984,0.170528254,-61.01942269,-63.04818496,118.0555191,-40.91224421,123.3552423,-152.0684037,4,0
0.473519125,0.404134384,0.877541956,0.625749711,0.586207989,0.170528325,-61.01943428,-63.04819804,118.0555067,-40.91224119,123.3552385,-152.0683982,4,0
0.473519164,0.404134428,0.877542038,0.625749719,0.586208,0.170528465,-61.01945706,-63.04822347,118.0554827,-40.9122366,123.3552295,-152.068386,4,0
0.473519229,0.404134501,0.877542176,0.625749733,0.586208024,0.170528746,-61.01949548,-63.04826593,118.0554423,-40.91222798,123.3552109,-152.068361,4,0
0.473519307,0.404134585,0.877542338,0.625749759,0.586208071,0.170529307,-61.01954163,-63.04831499,118.0553945,-40.9122116,123.3551726,-152.0683104,4,0
0.473519257,0.404134511,0.877542218,0.625749805,0.586208165,0.170530428,-61.01950995,-63.04826834,118.0554327,-40.91218203,123.3550927,-152.0682076,4,0
0.473518396,0.404133453,0.877540319,0.625749863,0.586208341,0.170532598,-61.01895063,-63.04759569,118.0560437,-40.91213774,123.354923,-152.0679995,4,0
0.473514121,0.404128211,0.877530891,0.625749763,0.586208598,0.170536197,-61.01586894,-63.04395506,118.0593831,-40.91212669,123.3545667,-152.0675974,4,0
0.47350062,0.404110984,0.877500503,0.625748059,0.586208524,0.170537433,-61.00338266,-63.02926468,118.0728883,-40.91252191,123.3539396,-152.066926,4,0
0.47348521,0.404089084,0.877463929,0.625713957,0.586203336,0.170513857,-60.98264753,-63.00343633,118.0959761,-40.92054318,123.3461217,-152.0583524,4,0
0.47346761,0.404066423,0.877424092,0.625723858,0.586198018,0.170482014,-60.95897332,-62.97714984,118.1208656,-40.91492087,123.3555006,-152.0659406,4,0
0.47346722,0.404065723,0.877423012,0.625726587,0.586198698,0.170480192,-60.95774187,-62.97586215,118.1221236,-40.91431199,123.3564742,-152.0668338,4,0
0.47346722,0.404065723,0.877423012,0.625726587,0.586198698,0.170480192,-60.95774187,-62.97586215,118.1221236,-40.91431199,123.3564742,-152.0668338,4,0
0.473463871,0.404063879,0.87741771,0.625720633,0.586198039,0.170460282,-60.96240883,-62.98129377,118.1171026,-40.9151417,123.3572896,-152.0664524,4,0
0.473456603,0.404060176,0.877406465,0.62571168,0.586196692,0.170445237,-60.97443741,-62.99517453,118.1042168,-40.91663722,123.3567464,-152.0648315,4,0
0.473442906,0.404051535,0.87738371,0.62570574,0.586195272,0.170437287,-60.99133492,-63.01488374,118.08602,-40.91743624,123.3563599,-152.0637363,4,0
0.473421822,0.404037289,0.877347918,0.62568531,0.586185914,0.170437357,-61.01272485,-63.0393508,118.0632073,-40.91996686,123.3523933,-152.0593307,4,0
0.4733827,0.404008445,0.877279221,0.625663804,0.586170852,0.170453146,-61.04420659,-63.07568395,118.0294836,-40.92187193,123.3472744,-152.0550375,4,0
0.473362431,0.403993281,0.877243395,0.625662917,0.586158018,0.170491735,-61.05955973,-63.09356901,118.0129567,-40.92100927,123.3438989,-152.0555972,4,0
0.473391156,0.404020955,0.87730014,0.625644294,0.586129482,0.170530134,-61.0481521,-63.0797397,118.0254698,-40.91959677,123.3397282,-152.0547461,4,0
0.473479655,0.404101378,0.877469829,0.625647165,0.586123056,0.170541458,-61.01734492,-63.04360606,118.0587215,-40.91703396,123.3411441,-152.0566398,4,0
0.473492193,0.404111976,0.877493173,0.625647137,0.586119775,0.170536452,-61.0070062,-63.03197215,118.0696579,-40.91417951,123.3443911,-152.0577572,4,0
0.473431947,0.404053006,0.877373601,0.625674786,0.586139125,0.170528338,-61.01597331,-63.04345332,118.059545,-40.91229626,123.3490588,-152.0619468,4,0
0.473292136,0.403920311,0.877100343,0.625699515,0.586142388,0.170544504,-61.04119514,-63.07394784,118.0319163,-40.91077857,123.3504185,-152.0683751,4,0
0.473226829,0.403857775,0.876972124,0.625733294,0.586142311,0.170573984,-61.05278915,-63.0879877,118.0192048,-40.90956258,123.3506353,-152.0782221,4,0
0.473250573,0.403884672,0.877022933,0.625722318,0.586091363,0.170617192,-61.04613023,-63.08043246,118.0262688,-40.903264,123.3509147,-152.08685,4,0
0.473422683,0.404048681,0.877359661,0.625757387,0.586103809,0.170631831,-61.02536845,-63.05531842,118.049011,-40.90363749,123.351316,-152.0943177,4,0
0.47359753,0.404215698,0.877702135,0.625772909,0.586123832,0.17062701,-61.00715442,-63.03295768,118.0691117,-40.90578588,123.3508154,-152.0937402,4,0
0.473568152,0.404184085,0.877641101,0.625782969,0.586149673,0.170614441,-61.01092126,-63.03724254,118.0651165,-40.90918407,123.3496114,-152.0899544,4,0
0.473303777,0.403926679,0.877118711,0.625783561,0.586123821,0.170629394,-61.02700091,-63.05819535,118.0468407,-40.9039624,123.3527877,-152.096957,4,0
0.473132993,0.403757834,0.876778652,0.625813093,0.586109428,0.170651566,-61.04060918,-63.0749613,118.0318107,-40.90479732,123.3511695,-152.1106478,4,0
0.473181927,0.403805172,0.876875011,0.625840413,0.586086602,0.170673841,-61.03670923,-63.07061112,118.0359113,-40.90246493,123.3524655,-152.1261568,4,0
0.473387526,0.404006015,0.877281834,0.625865116,0.586089071,0.170681843,-61.02966389,-63.06089285,118.0441517,-40.9057909,123.3498055,-152.1338814,4,0
0.473614116,0.404230351,0.87773322,0.625870133,0.586084134,0.170686566,-61.01860474,-63.04714327,118.0564098,-40.90366602,123.3515482,-152.1367185,4,0
0.473611258,0.404227803,0.877727964,0.625873561,0.586085012,0.170687337,-61.01290756,-63.04130506,118.0621758,-40.89904684,123.3561758,-152.1372573,4,0
0.47337673,0.403994065,0.877259539,0.625893891,0.58608775,0.170687606,-61.0127426,-63.0429318,118.0615647,-40.8964093,123.3599639,-152.1435855,4,0
0.473175563,0.40379444,0.876858559,0.625906994,0.586081824,0.170686597,-61.01999481,-63.05153441,118.0537281,-40.90184573,123.3552472,-152.1506637,4,0
0.47322045,0.403840034,0.876949006,0.625930482,0.586064566,0.17068776,-61.02151969,-63.05300319,118.0522186,-40.90311828,123.3549397,-152.1648945,4,0
0.473462882,0.40408016,0.877431633,0.625974017,0.586071861,0.170685249,-61.01775683,-63.04830001,118.0563692,-40.90047055,123.3605608,-152.1785692,4,0
0.473729454,0.404350448,0.877968557,0.62592911,0.586061458,0.17069077,-61.03130573,-63.06124528,118.0430361,-40.90624926,123.3511156,-152.1652607,4,0
0.473739375,0.404359725,0.877987842,0.625914018,0.586072509,0.170695784,-61.03213101,-63.06188987,118.0422917,-40.90672012,123.3492591,-152.1556913,4,0
0.473592112,0.404201946,0.877682965,0.62598526,0.586131821,0.17068479,-61.01453088,-63.04336739,118.0603613,-40.90438101,123.3580117,-152.1632924,4,0
0.473381653,0.403992017,0.877262636,0.625956816,0.586111081,0.170683252,-61.01313617,-63.04171007,118.0619186,-40.90852737,123.3518285,-152.159965,4,0
0.473388373,0.403999489,0.877276727,0.62595888,0.586098459,0.170675065,-61.01659152,-63.04545912,118.0583268,-40.91017676,123.3508585,-152.1656413,4,0
0.473589898,0.404199781,0.877678298,0.625996468,0.586131236,0.170663864,-61.0264003,-63.05596359,118.0481589,-40.91302572,123.3519501,-152.16987,4,0
0.484678583,0.392839747,0.87726561,0.625247893,0.582501164,0.170333643,-60.68365817,-63.57976612,118.0289793,-39.87236993,124.4314504,-152.1170106,4,0
0.484688457,0.392852063,0.877287541,0.625247632,0.582501688,0.170338093,-60.68960741,-63.58695883,118.0224642,-39.87246095,124.4308953,-152.1163423,4,0
0.484704207,0.39287193,0.877322736,0.625245444,0.582502863,0.170349576,-60.7000602,-63.59941728,118.0110974,-39.87316461,124.4288944,-152.1141559,4,0
0.484717618,0.392889079,0.877352995,0.625236261,0.582502798,0.170377614,-60.71042776,-63.61118263,118.0000859,-39.87530514,124.4232985,-152.1083995,4,0
0.484712649,0.392878198,0.877337907,0.625230974,0.582498166,0.170414053,-60.69554099,-63.59260895,118.0166318,-39.87493435,124.4195322,-152.1046666,4,0
0.484714943,0.392868417,0.877331512,0.625252185,0.582505279,0.170422105,-60.66696219,-63.55869392,118.0476257,-39.87111782,124.4239778,-152.1092009,4,0
0.484714943,0.392868417,0.877331512,0.625252185,0.582505279,0.170422105,-60.66696219,-63.55869392,118.0476257,-39.87111782,124.4239778,-152.1092009,4,0
0.484710765,0.392857237,0.87731667,0.625281979,0.582507757,0.170421596,-60.64601038,-63.53543525,118.0696329,-39.86293224,124.4341538,-152.11899,4,0
0.484713235,0.39285754,0.877319661,0.625281301,0.58250854,0.170413489,-60.64082558,-63.52917971,118.0753028,-39.86303683,124.4348484,-152.1191864,4,0
0.484711509,0.39285649,0.87731678,0.625281348,0.582509607,0.170406297,-60.64240796,-63.53131652,118.0734748,-39.86300934,124.4356334,-152.119481,4,0
0.484701622,0.392850936,0.877300986,0.625268797,0.582504648,0.170402817,-60.65197754,-63.54269732,118.0630917,-39.86461943,124.4335037,-152.1168269,4,0
0.48466367,0.392825368,0.877236301,0.625251806,0.582494227,0.170411027,-60.6795685,-63.57622787,118.0328367,-39.86643674,124.4296028,-152.1132986,4,0
0.484586149,0.392766168,0.877097664,0.625257299,0.582478592,0.170465952,-60.72044196,-63.62680807,117.9876174,-39.86511527,124.4254223,-152.1156256,4,0
0.484558212,0.392747267,0.877050566,0.62523342,0.582432548,0.170531582,-60.73035204,-63.63838201,117.9769566,-39.86251063,124.4191012,-152.1159803,4,0
0.484605615,0.392790345,0.877141889,0.625242955,0.582407343,0.170585633,-60.71309579,-63.61714459,117.9959912,-39.85743897,124.4188642,-152.122733,4,0
0.484748591,0.39291524,0.877411486,0.625291626,0.582426307,0.170615862,-60.67805065,-63.57336836,118.0349382,-39.85599537,124.4205836,-152.1318241,4,0
0.484747095,0.39291297,0.877407934,0.625296784,0.582420924,0.17062725,-60.67452366,-63.56924975,118.0387418,-39.85444964,124.4211941,-152.1343622,4,0
0.484640202,0.392813439,0.877200685,0.62530704,0.582411839,0.170646311,-60.69046228,-63.59002952,118.0206708,-39.85259671,124.4215992,-152.1393275,4,0
0.484478134,0.392657804,0.876881545,0.625364636,0.582419685,0.170691928,-60.71865777,-63.62582967,117.9891249,-39.85476074,124.4185768,-152.1543414,4,0
0.484466084,0.392646775,0.876858356,0.625388294,0.582386464,0.170745107,-60.720506,-63.62860545,117.9868685,-39.85200832,124.4169324,-152.1692375,4,0
0.484624776,0.392796339,0.87716757,0.625416137,0.582367149,0.170783715,-60.70283707,-63.60607023,118.0066793,-39.85044068,124.4160675,-152.1824677,4,0
0.484853557,0.393014281,0.877615635,0.625429843,0.582356016,0.170802796,-60.67922795,-63.57561142,118.0332964,-39.84919756,124.4160837,-152.1894703,4,0
0.484924192,0.393080491,0.877752926,0.62543904,0.582364649,0.170801564,-60.6721886,-63.566403,118.0412921,-39.84995778,124.4161655,-152.1902094,4,0
0.484794965,0.392957835,0.877500658,0.625434964,0.582340456,0.170811941,-60.67508871,-63.57214907,118.0371586,-39.84357649,124.4208613,-152.195276,4,0
0.484577657,0.392746372,0.877071059,0.625459428,0.582337795,0.170823054,-60.68975428,-63.59141149,118.0205039,-39.84550182,124.4193322,-152.2043705,4,0
0.48449293,0.392665391,0.876905028,0.625487982,0.582313083,0.170843919,-60.69125084,-63.59473192,118.0182169,-39.84171198,124.4224648,-152.2209814,4,0
0.484615686,0.392786363,0.877149063,0.62551934,0.582300174,0.170858269,-60.68456374,-63.58605065,118.0257555,-39.84016924,124.4243675,-152.2354809,4,0
0.484907717,0.393073565,0.877729005,0.625535527,0.582302735,0.170861808,-60.67518276,-63.57208369,118.0370902,-39.84162144,124.4236172,-152.2404115,4,0
0.485122741,0.393283976,0.878154938,0.625527118,0.582317977,0.1708566,-60.6699501,-63.56367118,118.0436749,-39.84326748,124.4221551,-152.2328285,4,0
0.485014543,0.39317325,0.877935858,0.625508298,0.582334056,0.17085016,-60.67362882,-63.5681397,118.0396837,-39.84655413,124.4185249,-152.221324,4,0
0.484738456,0.392895107,0.877381158,0.625506452,0.582332865,0.170848175,-60.6768491,-63.57371534,118.0355124,-39.84846927,124.4166687,-152.2213041,4,0
0.48466526,0.392816978,0.877229595,0.625544916,0.58233495,0.170845771,-60.67170099,-63.56920319,118.0404152,-39.84559765,124.422295,-152.234925,4,0
0.484815618,0.392964102,0.877526977,0.625573788,0.582342617,0.170841473,-60.67143514,-63.56824857,118.0409416,-39.84560698,124.4247025,-152.2435157,4,0
0.485101541,0.39325171,0.878100406,0.625568094,0.582350718,0.170841608,-60.67892838,-63.57478467,118.033768,-39.84784156,124.422206,-152.2388845,4,0
0.485292818,0.393444316,0.878484225,0.62555914,0.582374307,0.170846118,-60.68336107,-63.57862521,118.0295277,-39.8484832,124.4208598,-152.2274981,4,0
0.485278928,0.393431012,0.878457061,0.625542593,0.582398734,0.170854392,-60.68281004,-63.5777162,118.0302424,-39.84915446,124.4186221,-152.2126966,4,0
0.485084494,0.393233916,0.878065709,0.625537274,0.582420753,0.170859085,-60.67415292,-63.56831026,118.0393117,-39.85008502,124.4171831,-152.2031803,4,0
0.484849348,0.392996563,0.877593406,0.625530336,0.582421194,0.170857144,-60.66459944,-63.55783826,118.0493687,-39.8519687,124.4150617,-152.2007524,4,0
0.48482054,0.39296964,0.877537516,0.625526372,0.58241126,0.170850064,-60.66670676,-63.56020561,118.0471545,-39.85394526,124.4134189,-152.2032721,4,0
0.485003158,0.393160462,0.877910317,0.625512667,0.582400309,0.170852285,-60.68394606,-63.57969519,118.0288275,-39.85450418,124.4115956,-152.2016096,4,0
0.485207373,0.393368103,0.878321608,0.625514755,0.582422838,0.170866862,-60.69991192,-63.59761135,118.0119076,-39.8547484,124.4103119,-152.1937861,4,0
0.48519292,0.393348464,0.878287773,0.625509591,0.582444652,0.170889597,-60.69639335,-63.59287176,118.0159858,-39.85466968,124.4080365,-152.1827816,4,0
0.484997634,0.393139179,0.877884282,0.625509205,0.582458244,0.170895362,-60.67251301,-63.56414201,118.0421334,-39.85628981,124.4059934,-152.1778106,4,0
0.484816484,0.392948106,0.877513009,0.625502843,0.582447427,0.170879163,-60.65108867,-63.53846928,118.0655446,-39.85819902,124.4051822,-152.180503,4,0
0.484789924,0.392922175,0.877460535,0.625497719,0.582430509,0.170850741,-60.65183318,-63.53920903,118.0648107,-39.8603541,124.4053739,-152.1867125,4,0
0.484895599,0.393039369,0.877682433,0.625489876,0.582414367,0.170833856,-60.67519156,-63.56718129,118.0393248,-39.86095433,124.4057713,-152.1905574,4,0
0.485011317,0.39316607,0.877923855,0.625485913,0.5824145,0.17083775,-60.70013187,-63.59689568,118.0121778,-39.86200823,124.4040668,-152.188764,4,0
0.485002571,0.393159488,0.877908609,0.625474441,0.582403435,0.170853729,-60.6980576,-63.59483357,118.0142404,-39.85970949,124.4038271,-152.1865819,4,0
0.484915417,0.393064943,0.87772796,0.625466069,0.582389462,0.170857698,-60.67221024,-63.56444018,118.0421653,-39.85675991,124.4056257,-152.1874878,4,0
0.48481983,0.392955815,0.87752478,0.62545962,0.582383683,0.170822212,-60.63793935,-63.52297729,118.0797127,-39.85892766,124.4065992,-152.1901664,4,0
0.484777634,0.392908981,0.877436246,0.625467613,0.582373226,0.17077736,-60.62064093,-63.50360707,118.0979651,-39.85517497,124.4153086,-152.200172,4,0
0.484777634,0.392908981,0.877436246,0.625467613,0.582373226,0.17077736,-60.62064093,-63.50360707,118.0979651,-39.85517497,124.4153086,-152.200172,4,0
0.484777644,0.392908996,0.877436271,0.625467612,0.582373211,0.170777226,-60.62064707,-63.50361591,118.0979577,-39.85517593,124.415321,-152.200188,4,0
0.484777644,0.392908996,0.877436271,0.625467612,0.582373211,0.170777226,-60.62064707,-63.50361591,118.0979577,-39.85517593,124.415321,-152.200188,4,0
0.484777655,0.392909008,0.877436293,0.625467601,0.582373202,0.170777087,-60.62065284,-63.50362292,118.0979514,-39.85518239,124.4153279,-152.2001992,4,0
0.484777665,0.392909022,0.877436317,0.62546759,0.582373194,0.170776949,-60.62065893,-63.50363028,118.0979447,-39.85518898,124.4153347,-152.2002103,4,0
0.484777688,0.392909049,0.877436366,0.625467568,0.582373177,0.170776672,-60.62067146,-63.50364549,118.0979309,-39.85520195,124.4153485,-152.2002326,4,0
0.484777736,0.392909108,0.877436472,0.625467523,0.582373143,0.170776118,-60.62069844,-63.50367812,118.0979014,-39.85522827,124.4153757,-152.2002768,4,0
0.484777845,0.392909242,0.877436714,0.625467433,0.582373077,0.17077501,-60.62076042,-63.50375293,118.0978335,-39.85528175,124.415429,-152.2003639,4,0
0.48477812,0.392909578,0.877437317,0.625467243,0.582372951,0.170772797,-60.62091701,-63.50394139,118.0976624,-39.85539167,124.4155321,-152.2005334,4,0
0.484778881,0.392910511,0.877438994,0.625466834,0.582372723,0.170768385,-60.62136111,-63.50447436,118.0971777,-39.85562265,124.415724,-152.200853,4,0
0.484781189,0.392913361,0.877444096,0.625465884,0.582372345,0.170759678,-60.62277341,-63.50616539,118.0956383,-39.85612571,124.4160478,-152.2014107,4,0
0.484788432,0.392922496,0.877460276,0.625463413,0.582371815,0.170743166,-60.62769091,-63.51204707,118.0902818,-39.85726951,124.416432,-152.2021711,4,0
0.484808668,0.392949493,0.87750682,0.625455848,0.582370802,0.170716664,-60.64487242,-63.53258647,118.0715732,-39.85991015,124.4160115,-152.2021606,4,0
0.484835503,0.39299024,0.877572978,0.625446471,0.582368698,0.170692918,-60.67878179,-63.57349079,118.0344883,-39.86251905,124.4152088,-152.2015993,4,0
0.484844743,0.393003358,0.877594938,0.625450887,0.58236775,0.170692315,-60.68722832,-63.58396024,118.0251177,-39.86104067,124.4170197,-152.2035193,4,0
0.484847315,0.393005285,0.877599521,0.625449906,0.582368049,0.170691249,-60.68603693,-63.58233887,118.0265006,-39.86140992,124.4167018,-152.2031748,4,0
0.484847315,0.393005285,0.877599521,0.625449906,0.582368049,0.170691249,-60.68603693,-63.58233887,118.0265006,-39.86140992,124.4167018,-152.2031748,4,0
0.484851462,0.393002201,0.877601179,0.625474705,0.582373046,0.170687946,-60.66694091,-63.56044139,118.0468644,-39.85567628,124.4244414,-152.2107193,4,0
0.484863868,0.39300632,0.87761853,0.625483189,0.582378209,0.17067508,-60.6475997,-63.53699379,118.0680532,-39.85440781,124.4276597,-152.2132818,4,0
0.484882365,0.393016526,0.877648122,0.625483016,0.582383045,0.170649842,-60.62821908,-63.51314133,118.0894415,-39.85463943,124.4300956,-152.2139344,4,0
0.484899171,0.393027009,0.877676182,0.625472823,0.582384693,0.170617685,-60.61249426,-63.49352778,118.1069102,-39.85586214,124.4315661,-152.2125838,4,0
0.484901654,0.39302776,0.87767986,0.625440117,0.582382593,0.170557357,-60.60560428,-63.48446624,118.1147717,-39.85918345,124.4323551,-152.2067525,4,0
0.484842334,0.392978946,0.87757088,0.625399015,0.582373339,0.17050094,-60.62471109,-63.50808427,118.0936457,-39.86144532,124.4331733,-152.1997577,4,0
0.484705466,0.392859554,0.877312233,0.625406542,0.582389557,0.170465405,-60.66902073,-63.56450777,118.0439306,-39.86168598,124.4373869,-152.2006612,4,0
0.484657108,0.392817865,0.877221388,0.625405148,0.582382712,0.170472486,-60.68389276,-63.58347,118.0272315,-39.86091204,124.4373158,-152.2019457,4,0
0.484686941,0.392847126,0.877280868,0.625385647,0.582357851,0.170486047,-60.67619203,-63.57394528,118.035738,-39.85889623,124.4364047,-152.2017493,4,0
0.484814363,0.392961132,0.877523443,0.625401486,0.582377536,0.170473287,-60.65146656,-63.54308182,118.0631905,-39.85936293,124.4386519,-152.2026127,4,0
0.484858555,0.393001561,0.87760855,0.625390224,0.582382103,0.170454555,-60.64180225,-63.53103657,118.073914,-39.85929488,124.4400739,-152.1987645,4,0
0.484792078,0.392939606,0.877479734,0.625376185,0.582382431,0.170438535,-60.64896315,-63.54052556,118.0657298,-39.85859786,124.4416109,-152.1949888,4,0
0.484588801,0.392750164,0.877085745,0.625364122,0.582364168,0.170442901,-60.67194554,-63.57063597,118.0396077,-39.85579848,124.4430282,-152.1961453,4,0
0.484414969,0.392583498,0.876744066,0.625399824,0.582372863,0.17045911,-60.69381848,-63.59860992,118.0150534,-39.85757072,124.4421143,-152.2054929,4,0
0.484413434,0.392582908,0.876741889,0.62542707,0.582357105,0.170490684,-60.69621208,-63.60130025,118.0125262,-39.85784064,124.4402367,-152.2182609,4,0
0.484525264,0.392697968,0.876969542,0.625416379,0.582286871,0.170530925,-60.67696385,-63.57891454,118.0331408,-39.84480365,124.4475498,-152.2331097,4,0
0.484764922,0.392923933,0.877436242,0.625454547,0.582330289,0.170524483,-60.66535874,-63.56121738,118.0474101,-39.8543098,124.4419117,-152.2344629,4,0
0.484756217,0.392914121,0.877417843,0.625457149,0.582334157,0.17052294,-60.66481449,-63.56057125,118.0480086,-39.85490011,124.4418053,-152.2344754,4,0
0.484565756,0.392727796,0.877040548,0.625467499,0.582312491,0.170533907,-60.66747174,-63.56690891,118.0437728,-39.84822617,124.4478089,-152.2441534,4,0
0.484368895,0.392531832,0.876647124,0.625492596,0.582309741,0.170541301,-60.68060213,-63.58344352,118.0291874,-39.85402847,124.4429507,-152.2542515,4,0
0.484398209,0.392559694,0.876704323,0.625514119,0.582288094,0.17055407,-60.68490541,-63.58757194,118.024952,-39.85841603,124.4384635,-152.2686344,4,0
0.484691878,0.392848912,0.877287804,0.625522835,0.582272343,0.17056085,-60.68119664,-63.58030536,118.0301528,-39.86077093,124.4358819,-152.2766955,4,0
0.484971246,0.393124376,0.877843219,0.625529103,0.582272022,0.170563776,-60.67088406,-63.56704694,118.041694,-39.85512103,124.441756,-152.2785927,4,0
0.484994467,0.393146804,0.877889054,0.625516949,0.582287078,0.170560448,-60.67063545,-63.56626028,118.0421761,-39.856203,124.4405469,-152.2695539,4,0
0.484838824,0.392991784,0.877578374,0.625509214,0.582297492,0.170558172,-60.67035133,-63.56682153,118.0421374,-39.85707856,124.4396532,-152.263558,4,0
0.48464483,0.392799304,0.877191824,0.625509482,0.582295643,0.170555777,-60.66931402,-63.56676262,118.0428048,-39.85816041,124.4389208,-152.2645665,4,0
0.484645377,0.392801442,0.877194467,0.625517577,0.582292646,0.170552368,-60.67016015,-63.56774097,118.041896,-39.85913255,124.4388682,-152.2689278,4,0
0.484842384,0.392997774,0.877587744,0.625550894,0.582315549,0.170547292,-60.67074019,-63.56795188,118.041412,-39.8580162,124.4430561,-152.274191,4,0
0.485190929,0.393357212,0.878295431,0.625505501,0.582316447,0.170563733,-60.68807941,-63.58591366,118.0236434,-39.85834164,124.4382306,-152.2555719,4,0
0.485303281,0.393466835,0.878517411,0.625510255,0.582363822,0.170576387,-60.68862316,-63.58606526,118.023239,-39.85753706,124.4387733,-152.2406476,4,0
0.485221913,0.39338014,0.878349595,0.625501404,0.582400956,0.170592112,-60.68262643,-63.57896838,118.029767,-39.85795748,124.4367611,-152.2238193,4,0
0.485048131,0.393201886,0.877997911,0.625479106,0.582414337,0.170607186,-60.67395257,-63.5688996,118.0391366,-39.85861314,124.4333836,-152.2098269,4,0
0.876951191,0.4384648,0.43845999,0.170266638,0.626443307,0.596456121,-1.969128396,178.021872,178.0217712,87.93107462,-164.16835,0.073306221,5,0
0.876962607,0.43847047,0.438465682,0.170263413,0.626445685,0.596454824,-1.969315331,178.0216881,178.0215857,87.92966567,-164.1687233,0.073441665,5,0
0.877002179,0.438490211,0.438485462,0.170257219,0.626460482,0.596465958,-1.969281372,178.0217271,178.021621,87.92769135,-164.1695707,0.074365685,5,0
0.877031761,0.438504977,0.438500264,0.170256225,0.626456247,0.59646402,-1.972050129,178.0189614,178.0188517,87.92858025,-164.1705818,0.073239255,5,0
0.877047278,0.438512724,0.438508045,0.170259218,0.626442956,0.596453453,-1.975087797,178.0159252,178.0158116,87.93018354,-164.1705929,0.072019927,5,0
0.877137004,0.438557584,0.43855293,0.170251539,0.626465645,0.596487313,-1.979230112,178.0117861,178.0116694,87.9326468,-164.1755689,0.069889515,5,0
0.877187678,0.438582927,0.438578287,0.17025555,0.626457818,0.596490356,-1.985233395,178.0057834,178.005665,87.93678161,-164.1776282,0.067125163,5,0
0.877160952,0.438569576,0.438564939,0.170275087,0.626418726,0.596450197,-1.9883147,178.0026987,178.0025798,87.93915358,-164.1726083,0.067192749,5,0
0.877189718,0.43858398,0.438579333,0.170280811,0.626421106,0.596464558,-1.991035424,177.9999756,177.9998587,87.9434709,-164.174981,0.064765782,5,0
0.877143359,0.438560826,0.438556155,0.170300162,0.626402637,0.596441937,-1.988100249,178.0029031,178.0027913,87.94426062,-164.1697449,0.066612727,5,0
0.877175467,0.438576914,0.438572215,0.170310764,0.626407394,0.596457474,-1.991315448,177.9996813,177.9995764,87.94849192,-164.1715476,0.064423439,5,0
0.877195763,0.438587098,0.438582376,0.170326567,0.62640496,0.596463141,-1.99492452,177.9960635,177.995965,87.95241525,-164.1720041,0.062426868,5,0
0.877214954,0.438596723,0.438591988,0.170345028,0.626401652,0.596469078,-1.999413,177.9915667,177.9914725,87.95687329,-164.1730016,0.059569822,5,0
0.877187069,0.438582789,0.438578052,0.170366598,0.626396358,0.596449489,-1.996345395,177.9946278,177.9945344,87.95402255,-164.1660715,0.06363295,5,0
0.8772026,0.438590568,0.438585832,0.170376875,0.626389245,0.596458308,-2.001686499,177.9892834,177.9891889,87.96011788,-164.1704951,0.057996885,5,0
0.8772026,0.438590568,0.438585832,0.170376875,0.626389245,0.596458308,-2.001686499,177.9892834,177.9891889,87.96011788,-164.1704951,0.057996885,5,0
0.87720247,0.438590503,0.438585767,0.17037691,0.626389282,0.596458237,-2.001650345,177.9893195,177.9892251,87.96008457,-164.1704574,0.058031593,5,0
0.87720247,0.438590503,0.438585767,0.17037691,0.626389282,0.596458237,-2.001650345,177.9893195,177.9892251,87.96008457,-164.1704574,0.058031593,5,0
0.877202418,0.438590477,0.438585741,0.170376933,0.626389286,0.596458208,-2.001639766,177.9893301,177.9892356,87.96007565,-164.1704449,0.058041423,5,0
0.877202367,0.438590451,0.438585716,0.170376956,0.62638929,0.59645818,-2.001629155,177.9893407,177.9892462,87.9600667,-164.1704324,0.058051285,5,0
0.877202264,0.4385904,0.438585664,0.170377001,0.626389299,0.596458123,-2.001607799,177.9893621,177.9892676,87.96004868,-164.1704072,0.058071138,5,0
0.877202056,0.438590296,0.43858556,0.170377093,0.626389317,0.596458008,-2.001564771,177.9894051,177.9893106,87.96001234,-164.1703565,0.05811115,5,0
